@relation EECBDataNoFillerFeaturesMeanAvgd-weka.filters.unsupervised.attribute.Remove-R2-16

@attribute F0 numeric
@attribute Label {POS,NEG}

@data
-0.053738,NEG
0.094651,NEG
0.284767,NEG
0.270424,NEG
0.358535,NEG
0.033928,NEG
0.178123,NEG
0.200749,NEG
0.46182,NEG
-0.290128,NEG
0.521196,NEG
0.258486,NEG
0.174943,NEG
-0.076786,NEG
0.14555,NEG
0.110906,NEG
0.084852,NEG
0.138351,NEG
0.38408,NEG
0.259575,NEG
-0.209488,NEG
0.383417,NEG
0.521597,NEG
-0.011759,NEG
0.397581,NEG
0.116578,NEG
0.169931,NEG
0.275245,NEG
-0.076535,NEG
0.503109,NEG
0.217626,NEG
0.312752,NEG
0.094807,NEG
-0.071031,NEG
0.127206,NEG
0.340973,NEG
0.437397,NEG
0.144012,NEG
0.011578,NEG
0.220693,NEG
0.227497,NEG
0.243143,NEG
-0.054321,NEG
0.289504,NEG
0.319198,NEG
-0.019199,NEG
0.381197,NEG
-0.288715,NEG
0.094268,NEG
-0.032656,NEG
0.320307,NEG
0.260815,NEG
0.32866,NEG
0.483278,NEG
0.247656,NEG
0.270015,NEG
0.427501,NEG
0.519829,NEG
0.073615,NEG
0.006609,NEG
0.369593,NEG
0.170767,NEG
0.114947,NEG
-0.089152,NEG
-0.060408,NEG
0.240686,NEG
0.303433,NEG
0.424817,NEG
0.061637,NEG
0.404151,NEG
0.212311,NEG
0.189074,NEG
0.403854,NEG
0.547135,NEG
0.287566,NEG
0.143982,NEG
0.207434,NEG
0.478516,NEG
0.130562,NEG
0.139122,NEG
0.028965,NEG
0.223874,NEG
0.048058,NEG
0.509466,NEG
0.175803,NEG
-0.114997,NEG
0.497517,NEG
0.307275,NEG
0.174734,NEG
0.139381,NEG
-0.164656,NEG
0.178456,NEG
0.316962,NEG
-0.012515,NEG
-0.183769,NEG
0.175074,NEG
0.050861,NEG
0.533047,NEG
1,NEG
-0.041965,NEG
0.4428,NEG
0.006321,NEG
0.245693,NEG
0.151404,NEG
0.174703,NEG
0.134357,NEG
0.084852,NEG
0.124667,NEG
0.077642,NEG
0.04771,NEG
0.320307,NEG
0.340097,NEG
0.118,NEG
0.212311,NEG
-0.101705,NEG
-0.007451,NEG
0.180438,NEG
0.20977,NEG
0.350867,NEG
0.238082,NEG
0.041265,NEG
0.318567,NEG
0.227922,NEG
-0.230118,NEG
-0.026211,NEG
0.222847,NEG
0.2987,NEG
0.048785,NEG
-0.017052,NEG
0.146278,NEG
0.04849,NEG
0.29227,NEG
0.202038,NEG
-0.029388,NEG
0.087453,NEG
0.181253,NEG
0.077907,NEG
0.003875,NEG
0.313928,NEG
0.309227,NEG
0.294881,NEG
0.021177,NEG
0.166929,NEG
0.23473,NEG
0.017677,NEG
0.282663,NEG
0.427318,NEG
0.354411,NEG
-0.029388,NEG
-0.183769,NEG
0.140192,NEG
0.124667,NEG
0.259979,NEG
-0.013923,NEG
0.068787,NEG
0.429361,NEG
-0.045085,NEG
-0.129668,NEG
0.291969,NEG
0.162818,NEG
0.342995,NEG
0.240948,NEG
0.153266,NEG
0.082494,NEG
0.577102,NEG
0.445106,NEG
0.179126,NEG
0.432694,NEG
-0.00694,NEG
0.105089,NEG
0.151756,NEG
0.128243,NEG
-0.005651,NEG
-0.225268,NEG
0.076574,NEG
-0.017052,NEG
-0.227201,NEG
0.241423,NEG
0.695626,NEG
0.530252,NEG
0.110379,NEG
0.124081,NEG
0.473969,NEG
0.436196,NEG
-0.005385,NEG
0.447029,NEG
0.016317,NEG
0.370624,NEG
0.155928,NEG
0.600479,NEG
0.354197,NEG
-0.003444,NEG
0.307275,NEG
0.163104,NEG
0.325773,NEG
0.113646,NEG
0.286624,NEG
0.199153,NEG
0.017429,NEG
0.186402,NEG
0.290745,NEG
-0.183769,NEG
0.152557,NEG
0.240686,NEG
0.330911,NEG
-0.02475,NEG
0.193212,NEG
0.537155,NEG
0.080361,NEG
0.107283,NEG
0.162925,NEG
0.327865,NEG
0.155265,NEG
0.131212,NEG
0.305824,NEG
0.53256,NEG
0.336981,NEG
0.080748,NEG
0.539638,NEG
0.034871,NEG
0.015815,NEG
0.172993,NEG
0.127532,NEG
0.279344,NEG
0.099842,NEG
0.174386,NEG
0.213837,NEG
0.015969,NEG
0.40208,NEG
0.095516,NEG
0.175069,NEG
0.370624,NEG
-0.015192,NEG
0.312551,NEG
-0.033445,NEG
0.519279,NEG
0.256228,NEG
0.443654,NEG
0.163843,NEG
0.210959,NEG
0.385222,NEG
0.165844,NEG
0.397765,NEG
0.315947,NEG
0.277664,NEG
0.185337,NEG
0.081744,NEG
0.037201,NEG
-0.033445,NEG
0.030306,NEG
-0.028907,NEG
0.124665,NEG
0.368805,NEG
0.126734,NEG
0.273464,NEG
0.607659,NEG
0.593715,NEG
0.457575,NEG
0.168668,NEG
-0.002536,NEG
0.073488,NEG
0.232366,NEG
0.139201,NEG
-0.043661,NEG
0.307275,NEG
0.317496,NEG
0.02987,NEG
0.014685,NEG
0.306865,NEG
0.316524,NEG
0.191429,NEG
0.229966,NEG
0.493064,NEG
0.546263,NEG
0.434398,NEG
0.056081,NEG
0.229611,NEG
0.130571,NEG
0.185018,NEG
0.19534,NEG
0.397886,NEG
0.155424,NEG
0.17272,NEG
0.394675,NEG
-0.067472,NEG
0.313928,NEG
-0.03773,NEG
0.026445,NEG
0.080748,NEG
0.279632,NEG
0.138351,NEG
0.288659,NEG
0.180438,NEG
0.367382,NEG
0.490722,NEG
0.576622,NEG
0.236961,NEG
-0.152744,NEG
0.364599,NEG
0.249581,NEG
0.335627,NEG
0.155351,NEG
-0.027638,NEG
0.397886,NEG
0.346132,NEG
0.349239,NEG
0.221024,NEG
0.019986,NEG
0.533047,NEG
0.356008,NEG
0.434492,NEG
0.319736,NEG
0.038635,NEG
-0.03773,NEG
0.351092,NEG
0.193887,NEG
0.402055,NEG
0.025473,NEG
0.413282,NEG
0.114219,NEG
0.249275,NEG
0.391462,NEG
0.134467,NEG
-0.04739,NEG
0.310711,NEG
0.031752,NEG
0.061737,NEG
-0.073349,NEG
0.431384,NEG
-0.067472,NEG
0.106118,NEG
-0.085392,NEG
0.235194,NEG
-0.045633,NEG
0.290962,NEG
-0.046306,NEG
0.162018,NEG
0.226307,NEG
-0.033445,NEG
0.050353,NEG
0.083151,NEG
0.505817,NEG
0.388866,NEG
0.213466,NEG
0.138519,NEG
0.233528,NEG
0.220573,NEG
-0.041965,NEG
0.39713,NEG
0.348375,NEG
0.457664,NEG
0.024808,NEG
0.035062,NEG
0.139248,NEG
0.215718,NEG
0.465033,NEG
0.728346,NEG
0.206819,NEG
0.117915,NEG
-0.122145,NEG
0.46182,NEG
0.251847,NEG
0.162655,NEG
0.228888,NEG
-0.125624,NEG
0.177272,NEG
0.231607,NEG
0.305497,NEG
-0.100945,NEG
-0.106427,NEG
0.214738,NEG
0.043162,NEG
0.03421,NEG
0.218938,NEG
-0.005402,NEG
0.229448,NEG
0.321974,NEG
0.281314,NEG
0.081371,NEG
-0.149752,NEG
-0.200649,NEG
0.2987,NEG
0.048377,NEG
0.284096,NEG
0.130562,NEG
0.348375,NEG
0.174943,NEG
0.283044,NEG
0.297999,NEG
0.040503,NEG
0.408612,NEG
0.256058,NEG
0.000882,NEG
0.171115,NEG
-0.049246,NEG
0.169816,NEG
0.174703,NEG
0.201638,NEG
0.281129,NEG
0.229611,NEG
0.414596,NEG
0.519279,NEG
0.290962,NEG
-0.205438,NEG
-0.02621,NEG
0.159322,NEG
0.124667,NEG
0.08838,NEG
0.25337,NEG
0.13924,NEG
0.188544,NEG
0.116667,NEG
0.058631,NEG
-0.171668,NEG
0.351936,NEG
0.184836,NEG
0.169502,NEG
0.121756,NEG
0.048377,NEG
0.313928,NEG
-0.021545,NEG
0.414553,NEG
0.444569,NEG
0.364599,NEG
-0.049237,NEG
0.160653,NEG
0.126227,NEG
0.217727,NEG
-0.034417,NEG
0.323018,NEG
0.240508,NEG
0.343241,NEG
0.46182,NEG
0.359537,NEG
-0.075212,NEG
0.281734,NEG
0.386994,NEG
0.182016,NEG
0.284146,NEG
0.46182,NEG
-0.10014,NEG
0.197146,NEG
-0.07435,NEG
-0.114075,NEG
-0.258461,NEG
0.316962,NEG
0.319291,NEG
0.420227,NEG
-0.019461,NEG
0.002462,NEG
0.203982,NEG
0.431318,NEG
0.079351,NEG
0.048058,NEG
0.54573,NEG
0.407942,NEG
0.487717,NEG
0.059067,NEG
0.286208,NEG
0.123794,NEG
0.051,NEG
0.417842,NEG
0.638547,NEG
0.106576,NEG
0.124896,NEG
0.063487,NEG
0.204527,NEG
0.341,NEG
0.428944,NEG
0.282719,NEG
0.075139,NEG
0.261447,NEG
0.175069,NEG
0.290962,NEG
-0.02621,NEG
0.221073,NEG
0.305497,NEG
-0.107837,NEG
0.388866,NEG
-0.180699,NEG
0.142147,NEG
0.347747,NEG
0.050885,NEG
0.021339,NEG
-0.019141,NEG
0.465033,NEG
0.407034,NEG
0.26155,NEG
0.038521,NEG
0.088612,NEG
0.334824,NEG
0.226579,NEG
0.167875,NEG
0.500253,NEG
0.283044,NEG
0.23045,NEG
0.609371,NEG
0.218602,NEG
0.564857,NEG
0.593679,NEG
0.134422,NEG
0.381197,NEG
0.202904,NEG
-0.031817,NEG
0.423771,NEG
0.466323,NEG
-0.083773,NEG
0.172869,NEG
0.397886,NEG
0.101074,NEG
0.591874,NEG
0.662863,NEG
0.369321,NEG
0.144578,NEG
0.147875,NEG
0.116505,NEG
-0.19346,NEG
0.031916,NEG
-0.007582,NEG
0.461393,NEG
-0.283322,NEG
0.476773,NEG
-0.122656,NEG
0.076711,NEG
0.10127,NEG
-0.174546,NEG
0.181253,NEG
0.193887,NEG
0.198331,NEG
0.073017,NEG
0.130571,NEG
0.137206,NEG
0.360968,NEG
0.229035,NEG
0.13745,NEG
0.047621,NEG
0.40203,NEG
0.200264,NEG
-0.004257,NEG
0.508507,NEG
0.520903,NEG
0.339448,NEG
0.103223,NEG
0.099669,NEG
0.212311,NEG
0.397581,NEG
-0.031278,NEG
0.193887,NEG
0.150027,NEG
0.38873,NEG
0.27636,NEG
0.39683,NEG
0.221412,NEG
0.568763,NEG
0.147787,NEG
0.272816,NEG
0.088801,NEG
0.259575,NEG
0.384174,NEG
0.055191,NEG
0.320926,NEG
0.137206,NEG
0.103513,NEG
0.45295,NEG
0.177669,NEG
-0.072493,NEG
0.147875,NEG
0.071219,NEG
0.378269,NEG
0.609149,NEG
0.20182,NEG
0.430834,NEG
0.048058,NEG
0.194123,NEG
0.344166,NEG
0.070885,NEG
0.095777,NEG
0.292444,NEG
0.379144,NEG
0.204116,NEG
0.688583,NEG
0.085542,NEG
0.779286,NEG
-0.015471,NEG
0.585234,NEG
0.39478,NEG
0.048377,NEG
0.076316,NEG
0.047292,NEG
0.602452,NEG
0.345967,NEG
0.207693,NEG
0.52133,NEG
-0.026626,NEG
0.303503,NEG
0.182824,NEG
0.249581,NEG
0.604749,NEG
0.138534,NEG
0.568763,NEG
0.210063,NEG
0.542631,NEG
0.438148,NEG
0.152976,NEG
0.130006,NEG
-0.073349,NEG
0.198498,NEG
0.471623,NEG
0.393976,NEG
0.117915,NEG
-0.000254,NEG
0.180438,NEG
0.315488,NEG
0.468722,NEG
0.413282,NEG
-0.005411,NEG
0.061206,NEG
0.284096,NEG
0.168588,NEG
0.43599,NEG
1,NEG
-0.092301,NEG
0.304273,NEG
-0.078905,NEG
0.457087,NEG
0.13633,NEG
0.222071,NEG
0.370565,NEG
0.215199,NEG
0.149164,NEG
-0.051219,NEG
0.544095,NEG
0.155928,NEG
0.32856,NEG
0.084852,NEG
0.510781,NEG
0.227066,NEG
0.13365,NEG
0.346084,NEG
-0.044224,NEG
-0.125624,NEG
0.609149,NEG
0.135537,NEG
-0.083477,NEG
-0.135054,NEG
0.311349,NEG
-0.021684,NEG
0.142579,NEG
0.325408,NEG
0.146278,NEG
-0.117351,NEG
0.547599,NEG
0.020069,NEG
0.46182,NEG
0.276882,NEG
0.002738,NEG
0.166045,NEG
0.155928,NEG
0.255642,NEG
0.080007,NEG
0.547135,NEG
-0.076343,NEG
0.171701,NEG
-0.121744,NEG
0.500109,NEG
0.060342,NEG
0.477912,NEG
-0.043439,NEG
0.282663,NEG
0.366391,NEG
0.067348,NEG
0.124178,NEG
0.313971,NEG
0.425573,NEG
0.283044,NEG
0.304807,NEG
0.237937,NEG
0.121636,NEG
0.157619,NEG
0.220693,NEG
-0.015746,NEG
0.477742,NEG
0.109918,NEG
0.644952,NEG
0.124667,NEG
-0.018437,NEG
0.345967,NEG
0.087283,NEG
-0.084939,NEG
0.237912,NEG
0.520317,NEG
0.379144,NEG
0.037676,NEG
0.299444,NEG
0.320736,NEG
0.378243,NEG
0.502357,NEG
-0.029364,NEG
0.114947,NEG
0.111663,NEG
0.375015,NEG
0.607902,NEG
0.167251,NEG
0.13138,NEG
0.283044,NEG
0.281525,NEG
0.309141,NEG
0.327865,NEG
0.123794,NEG
-0.024035,NEG
0.268569,NEG
0.193887,NEG
0.195807,NEG
0.657956,NEG
0.305525,NEG
0.11846,NEG
0.060055,NEG
0.120917,NEG
0.101703,NEG
-0.045652,NEG
0.355943,NEG
0.688583,NEG
0.41335,NEG
0.547135,NEG
0.035062,NEG
0.599573,NEG
0.201748,NEG
0.126227,NEG
0.034415,NEG
0.30677,NEG
0.250966,NEG
0.305497,NEG
0.138265,NEG
0.197967,NEG
0.212877,NEG
0.168588,NEG
0.224096,NEG
-0.114422,NEG
-0.015471,NEG
0.364588,NEG
-0.11164,NEG
0.43477,NEG
0.155265,NEG
0.153268,NEG
0.388587,NEG
0.193887,NEG
0.175577,NEG
0.199153,NEG
-0.200649,NEG
0.315947,NEG
0.013633,NEG
0.576622,NEG
0.547599,NEG
0.431697,NEG
-0.11164,NEG
0.249581,NEG
0.120664,NEG
0.510781,NEG
0.170574,NEG
0.038792,NEG
-0.120156,NEG
0.364662,NEG
0.171115,NEG
0.116881,NEG
0.193887,NEG
0.061637,NEG
0.186014,NEG
0.530252,NEG
0.381197,NEG
-0.025296,NEG
0.364425,NEG
-0.301719,NEG
0.14189,NEG
0.039383,NEG
0.128402,NEG
0.049832,NEG
0.076555,NEG
0.229625,NEG
0.447029,NEG
-0.205438,NEG
-0.252512,NEG
0.348375,NEG
0.399525,NEG
0.305497,NEG
-0.152744,NEG
-0.077292,NEG
0.285864,NEG
0.174943,NEG
0.35929,NEG
0.296121,NEG
0.107847,NEG
0.035062,NEG
0.287314,NEG
0.376703,NEG
-0.021684,NEG
0.054829,NEG
0.30677,NEG
0.547599,NEG
0.395927,NEG
0.305497,NEG
0.036445,NEG
0.219837,NEG
0.04771,NEG
0.051884,NEG
0.313928,NEG
0.314923,NEG
-0.003819,NEG
0.564857,NEG
-0.090216,NEG
0.202155,NEG
0.18292,NEG
0.010844,NEG
0.475783,NEG
0.276882,NEG
0.30677,NEG
0.577102,NEG
0.301427,NEG
0.519279,NEG
-0.116155,NEG
0.32149,NEG
0.089964,NEG
0.034236,NEG
0.025183,NEG
0.125164,NEG
-0.025615,NEG
0.100962,NEG
0.044375,NEG
0.199635,NEG
-0.076343,NEG
0.358632,NEG
0.510781,NEG
0.576622,NEG
0.288514,NEG
0.018622,NEG
0.547135,NEG
0.191233,NEG
0.231077,NEG
0.387614,NEG
0.048377,NEG
0.237999,NEG
0.065128,NEG
0.461808,NEG
0.290569,NEG
0.27682,NEG
0.196242,NEG
0.080007,NEG
0.607659,NEG
-0.10641,NEG
0.376485,NEG
0.22462,NEG
0.178914,NEG
0.199437,NEG
-0.200201,NEG
0.408612,NEG
0.273405,NEG
0.190938,NEG
0.560083,NEG
0.15665,NEG
0.519829,NEG
0.516162,NEG
0.219116,NEG
0.547599,NEG
0.51895,NEG
0.092765,NEG
0.330454,NEG
-0.280171,NEG
0.229611,NEG
0.283044,NEG
0.118724,NEG
0.679233,NEG
0.221438,NEG
0.142068,NEG
0.513614,NEG
0.662863,NEG
0.360968,NEG
0.138175,NEG
-0.01468,NEG
0.006509,NEG
0.117382,NEG
0.336618,NEG
0.352394,NEG
0.444164,NEG
-0.018077,NEG
0.216505,NEG
0.178123,NEG
0.313928,NEG
-0.290128,NEG
-0.11164,NEG
0.441691,NEG
0.099739,NEG
0.233161,NEG
0.118383,NEG
0.410497,NEG
0.437441,NEG
0.262703,NEG
-0.024759,NEG
0.427844,NEG
0.617179,NEG
-0.008781,NEG
0.157821,NEG
0.564193,NEG
0.386994,NEG
0.17904,NEG
0.270015,NEG
0.662863,NEG
0.238082,NEG
-0.092301,NEG
0.161352,NEG
0.051992,NEG
0.123794,NEG
0.182415,NEG
0.226579,NEG
0.312752,NEG
0.084852,NEG
0.146278,NEG
0.249422,NEG
-0.015169,NEG
0.426299,NEG
0.069966,NEG
0.392642,NEG
-0.030066,NEG
-0.158498,NEG
0.200077,NEG
0.264036,NEG
0.171115,NEG
-0.062108,NEG
0.084852,NEG
0.488781,NEG
0.025183,NEG
0.067831,NEG
0.139062,NEG
0.223038,NEG
0.608392,NEG
0.133308,NEG
-0.239149,NEG
0.234438,NEG
-0.018584,NEG
0.32149,NEG
0.424817,NEG
0.517105,NEG
0.040555,NEG
-0.134237,NEG
0.442382,NEG
0.204527,NEG
0.301597,NEG
0.176648,NEG
0.160208,NEG
0.165258,NEG
0.015809,NEG
0.507262,NEG
0.377496,NEG
0.129887,NEG
-0.183769,NEG
0.296926,NEG
-0.151693,NEG
-0.00312,NEG
0.185754,NEG
0.53256,NEG
0.413282,NEG
0.422421,NEG
0.052733,NEG
-0.124366,NEG
0.416783,NEG
0.533215,NEG
0.214869,NEG
0.246897,NEG
0.221438,NEG
0.468462,NEG
0.05003,NEG
0.294881,NEG
0.045356,NEG
0.142428,NEG
0.080748,NEG
-0.116796,NEG
0.038843,NEG
0.287314,NEG
0.000979,NEG
0.276209,NEG
0.489922,NEG
0.495322,NEG
0.107374,NEG
0.131208,NEG
0.39057,NEG
0.398646,NEG
0.358186,NEG
-0.092815,NEG
0.106424,NEG
0.500109,NEG
0.033639,NEG
0.144163,NEG
0.688583,NEG
0.204261,NEG
0.284188,NEG
0.140527,NEG
0.385075,NEG
0.310711,NEG
0.130006,NEG
0.22467,NEG
0.121216,NEG
0.517105,NEG
0.073479,NEG
-0.023133,NEG
0.052352,NEG
0.355986,NEG
0.688583,NEG
0.23045,NEG
0.116563,NEG
0.021177,NEG
-0.091285,NEG
0.088612,NEG
0.427009,NEG
0.455593,NEG
0.264158,NEG
0.02416,NEG
0.213978,NEG
0.025473,NEG
-0.067321,NEG
0.318276,NEG
0.064416,NEG
-0.034394,NEG
-0.008991,NEG
-0.035395,NEG
0.282003,NEG
0.284669,NEG
0.310711,NEG
0.202325,NEG
0.062943,NEG
0.021177,NEG
-0.183769,NEG
0.403937,NEG
0.258652,NEG
0.327351,NEG
0.116851,NEG
0.134105,NEG
0.157677,NEG
0.144474,NEG
0.455593,NEG
0.080748,NEG
0.408081,NEG
0.026028,NEG
0.035592,NEG
0.202814,NEG
0.259575,NEG
0.085542,NEG
0.144474,NEG
-0.062042,NEG
0.16861,NEG
0.155424,NEG
0.175069,NEG
0.253871,NEG
0.061237,NEG
0.214823,NEG
0.395199,NEG
0.622623,NEG
-0.191341,NEG
0.168802,NEG
-0.023081,NEG
-0.015209,NEG
0.362183,NEG
0.322718,NEG
0.234102,NEG
0.116667,NEG
0.219855,NEG
0.3568,NEG
0.086776,NEG
0.348127,NEG
0.080748,NEG
0.305497,NEG
0.290697,NEG
0.021177,NEG
0.397198,NEG
0.122324,NEG
-0.00087,NEG
0.201486,NEG
0.243983,NEG
0.453794,NEG
0.436196,NEG
0.362557,NEG
0.162492,NEG
0.199153,NEG
0.35929,NEG
0.166854,NEG
0.075006,NEG
0.385131,NEG
-0.030955,NEG
0.307275,NEG
0.110394,NEG
0.312752,NEG
0.602442,NEG
0.453794,NEG
0.258652,NEG
0.708281,NEG
-0.127125,NEG
0.290962,NEG
0.456453,NEG
0.155928,NEG
0.310711,NEG
0.148758,NEG
0.369593,NEG
0.259575,NEG
0.457664,NEG
0.037676,NEG
0.403329,NEG
0.181771,NEG
0.281129,NEG
0.644952,NEG
0.106927,NEG
-0.11164,NEG
0.115727,NEG
0.315542,NEG
0.314431,NEG
0.40508,NEG
0.124178,NEG
-0.059718,NEG
0.129918,NEG
0.060055,NEG
0.189074,NEG
-0.081383,NEG
0.310094,NEG
0.124665,NEG
0.237999,NEG
0.627686,NEG
0.106927,NEG
0.564857,NEG
0.068787,NEG
0.381197,NEG
0.033639,NEG
0.644952,NEG
0.203368,NEG
0.356247,NEG
0.171115,NEG
0.371606,NEG
0.493791,NEG
-0.036767,NEG
0.666206,NEG
0.010297,NEG
0.130562,NEG
-0.025296,NEG
0.40605,NEG
0.235245,NEG
-0.02621,NEG
0.671403,NEG
0.457664,NEG
0.113646,NEG
0.008867,NEG
0.290962,NEG
0.256176,NEG
0.517105,NEG
0.24989,NEG
0.403621,NEG
0.296677,NEG
-0.04855,NEG
0.68026,NEG
-0.021684,NEG
0.250698,NEG
0.231077,NEG
0.073017,NEG
0.035589,NEG
0.382684,NEG
0.137206,NEG
0.302155,NEG
-0.003846,NEG
0.231974,NEG
0.055032,NEG
0.313928,NEG
0.429885,NEG
0.111133,NEG
0.124081,NEG
0.073479,NEG
-0.19346,NEG
0.547135,NEG
0.038635,NEG
0.225838,NEG
-0.16001,NEG
0.282003,NEG
0.027766,NEG
0.160754,NEG
0.243143,NEG
0.290637,NEG
0.077253,NEG
0.339003,NEG
0.181253,NEG
0.125834,NEG
0.017677,NEG
-0.156876,NEG
0.322811,NEG
0.061637,NEG
0.035327,NEG
0.483846,NEG
0.137206,NEG
0.134178,NEG
0.113647,NEG
-0.133217,NEG
0.200077,NEG
0.0811,NEG
0.214455,NEG
0.11038,NEG
-0.070556,NEG
0.048058,NEG
0.268012,NEG
0.536037,NEG
-0.005651,NEG
0.31367,NEG
0.140192,NEG
0.220024,NEG
-0.195408,NEG
0.385432,NEG
0.120853,NEG
0.250966,NEG
0.03771,NEG
0.310711,NEG
0.057301,NEG
0.290767,NEG
0.13998,NEG
0.135766,NEG
0.072363,NEG
0.136855,NEG
-0.246318,NEG
0.067831,NEG
-0.126397,NEG
0.516247,NEG
0.295736,NEG
0.428076,NEG
0.547135,NEG
0.069092,NEG
0.13998,NEG
-0.025519,NEG
0.124858,NEG
0.249581,NEG
0.368176,NEG
0.186402,NEG
0.333483,NEG
0.336557,NEG
0.376485,NEG
0.376317,NEG
-0.033445,NEG
0.334405,NEG
0.103774,NEG
0.146395,NEG
0.455593,NEG
0.218938,NEG
0.171115,NEG
-0.149536,NEG
0.688583,NEG
0.307275,NEG
0.241139,NEG
-0.118565,NEG
0.070415,NEG
0.139997,NEG
-0.025656,NEG
0.315947,NEG
-0.045968,NEG
0.364404,NEG
0.48163,NEG
0.266128,NEG
0.106572,NEG
0.311607,NEG
0.130307,NEG
0.333874,NEG
0.004302,NEG
0.069083,NEG
0.364599,NEG
0.209283,NEG
0.359537,NEG
0.048058,NEG
1,NEG
-0.089152,NEG
0.002738,NEG
0.442318,NEG
0.387425,NEG
0.688583,NEG
0.227227,NEG
0.1126,NEG
0.340323,NEG
0.02367,NEG
0.128367,NEG
-0.01922,NEG
0.191679,NEG
0.028574,NEG
0.471002,NEG
0.133516,NEG
0.080748,NEG
0.25387,NEG
0.175104,NEG
-0.042086,NEG
0.037151,NEG
0.133453,NEG
1,NEG
0.379377,NEG
0.089785,NEG
0.332116,NEG
0.024538,NEG
0.340097,NEG
-0.099348,NEG
0.282622,NEG
0.366582,NEG
0.03771,NEG
0.183083,NEG
0.336677,NEG
0.073532,NEG
0.005162,NEG
0.307453,NEG
0.038792,NEG
0.427175,NEG
0.123432,NEG
0.519279,NEG
-0.003759,NEG
0.098009,NEG
-0.169603,NEG
0.390562,NEG
-0.008676,NEG
0.202038,NEG
-0.148155,NEG
0.19934,NEG
0.037676,NEG
0.469671,NEG
0.155131,NEG
0.320926,NEG
0.191233,NEG
0.492695,NEG
0.191429,NEG
0.253205,NEG
0.084852,NEG
-0.008426,NEG
0.106811,NEG
0.145618,NEG
-0.057478,NEG
0.607902,NEG
0.229611,NEG
-0.090889,NEG
0.202038,NEG
0.387647,NEG
0.389817,NEG
0.290745,NEG
0.130006,NEG
0.453891,NEG
-0.001277,NEG
-0.395775,NEG
0.147877,NEG
0.305497,NEG
0.391899,NEG
0.416508,NEG
0.324884,NEG
0.468764,NEG
0.294762,NEG
0.256058,NEG
0.303433,NEG
0.144474,NEG
0.101074,NEG
0.217083,NEG
-0.200269,NEG
0.522923,NEG
0.174943,NEG
0.045356,NEG
0.519279,NEG
0.185703,NEG
0.516247,NEG
0.047621,NEG
0.297037,NEG
0.134831,NEG
0.152534,NEG
0.200723,NEG
0.320926,NEG
0.610496,NEG
0.042112,NEG
0.336618,NEG
0.49875,NEG
0.35929,NEG
0.264165,NEG
0.038461,NEG
0.17031,NEG
0.36431,NEG
0.607902,NEG
0.198331,NEG
0.073017,NEG
0.64191,NEG
0.067654,NEG
0.223199,NEG
0.193887,NEG
-0.00708,NEG
0.182191,NEG
0.054501,NEG
0.212311,NEG
0.065387,NEG
0.23884,NEG
0.447029,NEG
0.231051,NEG
0.030055,NEG
0.22286,NEG
0.688583,NEG
-0.043287,NEG
0.106018,NEG
0.23045,NEG
0.200327,NEG
0.147301,NEG
0.644952,NEG
0.099486,NEG
0.310711,NEG
0.365223,NEG
0.601893,NEG
0.094158,NEG
0.284767,NEG
-0.027291,NEG
-0.133942,NEG
0.051818,NEG
0.224621,NEG
0.256807,NEG
0.276882,NEG
0.397568,NEG
0.176001,NEG
-0.027638,NEG
0.069925,NEG
-0.017052,NEG
0.256058,NEG
0.176141,NEG
0.210871,NEG
0.320926,NEG
-0.019718,NEG
0.389567,NEG
-0.000759,NEG
-0.141621,NEG
0.035441,NEG
1,NEG
0.521597,NEG
0.151107,NEG
0.116578,NEG
0.313399,NEG
0.406094,NEG
0.462849,NEG
0.08838,NEG
0.312752,NEG
0.103513,NEG
0.056988,NEG
0.060055,NEG
0.442318,NEG
0.198122,NEG
0.265264,NEG
0.346132,NEG
0.424334,NEG
0.365216,NEG
-0.021627,NEG
0.547135,NEG
0.220693,NEG
0.388681,NEG
0.150027,NEG
0.418627,NEG
0.568763,NEG
0.316524,NEG
0.427632,NEG
0.436196,NEG
0.107847,NEG
0.241617,NEG
0.111956,NEG
0.29303,NEG
0.320307,NEG
-0.052146,NEG
-0.076343,NEG
0.41186,NEG
0.182289,NEG
0.521597,NEG
0.150027,NEG
0.708281,NEG
0.198498,NEG
0.170767,NEG
0.084852,NEG
0.053676,NEG
0.051287,NEG
0.15665,NEG
0.124081,NEG
0.436196,NEG
0.195523,NEG
0.099002,NEG
0.593679,NEG
0.157666,NEG
0.367935,NEG
0.381123,NEG
0.181227,NEG
0.122289,NEG
0.3391,NEG
0.227197,NEG
0.03771,NEG
0.23884,NEG
0.308931,NEG
0.05466,NEG
0.118724,NEG
0.453794,NEG
0.38339,NEG
0.100188,NEG
0.284096,NEG
0.287911,NEG
0.089393,NEG
0.058481,NEG
0.045356,NEG
0.305497,NEG
0.241531,NEG
0.131152,NEG
-0.001277,NEG
0.387614,NEG
0.155424,NEG
-0.124233,NEG
0.305547,NEG
0.217727,NEG
0.265563,NEG
0.23569,NEG
0.151404,NEG
0.410497,NEG
0.084852,NEG
-0.098089,NEG
0.444717,NEG
0.266851,NEG
0.344037,NEG
0.135933,NEG
0.19576,NEG
-0.02608,NEG
0.073276,NEG
-0.115019,NEG
0.39121,NEG
0.381197,NEG
0.176655,NEG
0.180386,NEG
0.038792,NEG
0.180438,NEG
0.244371,NEG
